second,Volt,Ampere,Volt
+1.6800E-03,+4.8241206E+00,+88.6872E-03,-348.2891E-03
+1.6900E-03,+4.8241206E+00,+84.6671E-03,+3.0169306E+00
+1.7000E-03,+4.8241206E+00,+84.6671E-03,+3.0443570E+00
+1.7100E-03,+4.8241206E+00,+96.7274E-03,+2.9131992E+00
+1.7200E-03,+4.8241206E+00,+89.5447E-03,-470.0020E-03
+1.7300E-03,+4.8241206E+00,+86.7924E-03,-418.1363E-03
+1.7400E-03,+4.8458800E+00,+83.5791E-03,-458.4785E-03
+1.7500E-03,+4.8241206E+00,+80.6470E-03,-510.3442E-03
+1.7600E-03,+4.9045226E+00,+93.6939E-03,-311.8720E-03
+1.7700E-03,+4.8646000E+00,+92.7073E-03,-311.8720E-03
+1.7800E-03,+4.9045226E+00,+84.6671E-03,-311.8720E-03
+1.7900E-03,+4.9045226E+00,+80.5685E-03,+2.9042085E+00
+1.8000E-03,+4.9045226E+00,+76.6269E-03,+3.1052135E+00
+1.8100E-03,+4.9045226E+00,+88.6872E-03,+3.1052135E+00
+1.8200E-03,+4.9045226E+00,+88.6872E-03,-311.8720E-03
+1.8300E-03,+4.9045226E+00,+84.4594E-03,-311.8720E-03
+1.8400E-03,+4.9045226E+00,+76.6269E-03,-311.8720E-03
+1.8500E-03,+4.8697663E+00,+72.6068E-03,-311.8720E-03
+1.8600E-03,+4.9185325E+00,+88.6872E-03,-311.8720E-03
+1.8700E-03,+4.9045226E+00,+84.6671E-03,-311.8720E-03
+1.8800E-03,+4.9045226E+00,+79.2729E-03,-380.5785E-03
+1.8900E-03,+4.9366957E+00,+72.6068E-03,-311.8720E-03
+1.9000E-03,+4.9734978E+00,+72.6068E-03,+2.9042085E+00
+1.9100E-03,+4.9849246E+00,+85.1331E-03,+2.9275072E+00
+1.9200E-03,+4.9045226E+00,+83.1638E-03,-311.8720E-03
+1.9300E-03,+4.9553346E+00,+79.1675E-03,-311.8720E-03
+1.9400E-03,+4.9760809E+00,+72.6068E-03,-490.7679E-03
+1.9500E-03,+4.9849246E+00,+72.6068E-03,-311.8720E-03
+1.9600E-03,+4.9371715E+00,+82.2794E-03,-311.8720E-03
+1.9700E-03,+4.9849246E+00,+81.9973E-03,-445.3600E-03
+1.9800E-03,+4.9849246E+00,+76.6269E-03,-497.2258E-03
+1.9900E-03,+4.9704388E+00,+71.8825E-03,+3.0689990E+00
+2.0000E-03,+4.9397547E+00,+70.8452E-03,+2.9042085E+00
+2.0100E-03,+4.9849246E+00,+77.8481E-03,+2.9652675E+00
+2.0200E-03,+4.9849246E+00,+84.4832E-03,-311.8720E-03
+2.0300E-03,+4.9849246E+00,+75.7734E-03,-354.5444E-03
+2.0400E-03,+4.9849246E+00,+68.5867E-03,-311.8720E-03
+2.0500E-03,+4.9849246E+00,+68.5867E-03,-458.2758E-03
+2.0600E-03,+4.9849246E+00,+80.6470E-03,-311.8720E-03
+2.0700E-03,+5.0045767E+00,+80.6470E-03,-311.8720E-03
+2.0800E-03,+4.9849246E+00,+74.6267E-03,-311.8720E-03
+2.0900E-03,+5.0460693E+00,+66.4923E-03,-311.8720E-03
+2.1000E-03,+4.9864135E+00,+64.6410E-03,+3.1052135E+00
+2.1100E-03,+5.0653266E+00,+77.7387E-03,+3.1052135E+00
+2.1200E-03,+5.0653266E+00,+78.4979E-03,-311.8720E-03
+2.1300E-03,+4.9849246E+00,+75.7932E-03,-311.8720E-03
+2.1400E-03,+4.9849246E+00,+68.3831E-03,-311.8720E-03
+2.1500E-03,+5.0653266E+00,+64.5666E-03,-311.8720E-03
+2.1600E-03,+5.0653266E+00,+76.6269E-03,-311.8720E-03
+2.1700E-03,+5.0653266E+00,+77.3314E-03,-311.8720E-03
+2.1800E-03,+5.0653266E+00,+72.6068E-03,-311.8720E-03
+2.1900E-03,+5.0379250E+00,+67.2166E-03,+2.9042085E+00
+2.2000E-03,+5.0653266E+00,+66.1793E-03,+2.9042085E+00
+2.2100E-03,+5.0653266E+00,+76.6269E-03,+3.1052135E+00
+2.2200E-03,+5.0653266E+00,+80.1851E-03,-311.8720E-03
+2.2300E-03,+5.0653266E+00,+71.1076E-03,-311.8720E-03
+2.2400E-03,+5.0653266E+00,+64.5666E-03,-311.8720E-03
+2.2500E-03,+5.0653266E+00,+65.0128E-03,-334.1837E-03
+2.2600E-03,+4.9849246E+00,+76.6269E-03,-483.3230E-03
+2.2700E-03,+5.0653266E+00,+79.0186E-03,-311.8720E-03
+2.2800E-03,+5.0653266E+00,+72.6068E-03,-311.8720E-03
+2.2900E-03,+5.0653266E+00,+64.5666E-03,-311.8720E-03
+2.3000E-03,+5.0653266E+00,+65.2868E-03,+3.1052135E+00
+2.3100E-03,+5.0653266E+00,+76.6269E-03,+3.1052135E+00
+2.3200E-03,+5.0653266E+00,+76.6269E-03,-311.8720E-03
+2.3300E-03,+5.1419702E+00,+72.4189E-03,-311.8720E-03
+2.3400E-03,+5.0653266E+00,+64.5666E-03,-470.4072E-03
+2.3500E-03,+5.0653266E+00,+64.5666E-03,-311.8720E-03
+2.3600E-03,+5.0653266E+00,+75.5308E-03,-458.0732E-03
+2.3700E-03,+5.1445534E+00,+72.6068E-03,-509.9389E-03
+2.3800E-03,+5.0848976E+00,+71.6282E-03,-463.9493E-03
+2.3900E-03,+5.0653266E+00,+64.5666E-03,+3.1052135E+00
+2.4000E-03,+5.0653266E+00,+61.5134E-03,+3.1052135E+00
+2.4100E-03,+5.0653266E+00,+72.6772E-03,+3.1052135E+00
+2.4200E-03,+5.0653266E+00,+72.6068E-03,-311.8720E-03
+2.4300E-03,+5.1028281E+00,+68.5867E-03,-419.1232E-03
+2.4400E-03,+5.0653266E+00,+60.5465E-03,-311.8720E-03
+2.4500E-03,+5.0653266E+00,+60.7460E-03,-311.8720E-03
+2.4600E-03,+5.0653266E+00,+75.3900E-03,-311.8720E-03
+2.4700E-03,+5.1002449E+00,+72.6068E-03,-311.8720E-03
+2.4800E-03,+5.1457286E+00,+68.5867E-03,-311.8720E-03
+2.4900E-03,+5.0719008E+00,+60.8752E-03,+3.1052135E+00
+2.5000E-03,+5.1457286E+00,+61.9125E-03,+3.1052135E+00
+2.5100E-03,+5.0653266E+00,+74.2235E-03,+3.1052135E+00
+2.5200E-03,+5.1341397E+00,+76.6269E-03,-311.8720E-03
+2.5300E-03,+5.0653266E+00,+68.5867E-03,-311.8720E-03
+2.5400E-03,+5.0952303E+00,+60.5465E-03,-311.8720E-03
+2.5500E-03,+5.1159766E+00,+62.0341E-03,-311.8720E-03
+2.5600E-03,+5.1457286E+00,+76.1766E-03,-311.8720E-03
+2.5700E-03,+5.0770671E+00,+72.6068E-03,-311.8720E-03
+2.5800E-03,+5.1457286E+00,+66.9623E-03,-393.0891E-03
+2.5900E-03,+5.0924955E+00,+60.5465E-03,-444.9548E-03
+2.6000E-03,+5.0653266E+00,+60.5465E-03,+3.1052135E+00
+2.6100E-03,+5.0796503E+00,+72.6068E-03,+2.9400177E+00
+2.6200E-03,+5.1457286E+00,+70.8533E-03,-311.8720E-03
+2.6300E-03,+5.1457286E+00,+64.5666E-03,-311.8720E-03
+2.6400E-03,+5.1418892E+00,+60.5465E-03,-311.8720E-03
+2.6500E-03,+5.1457286E+00,+60.5465E-03,-311.8720E-03
+2.6600E-03,+5.1457286E+00,+72.6068E-03,-311.8720E-03
+2.6700E-03,+5.1457286E+00,+69.6868E-03,-311.8720E-03
+2.6800E-03,+5.1457286E+00,+64.5666E-03,-311.8720E-03
+2.6900E-03,+5.1457286E+00,+57.5009E-03,+3.1052135E+00
+2.7000E-03,+5.1055629E+00,+60.5465E-03,+2.9042085E+00
+2.7100E-03,+5.1457286E+00,+71.6358E-03,+3.1052135E+00
+2.7200E-03,+5.1444017E+00,+68.5867E-03,-311.8720E-03
+2.7300E-03,+5.0873997E+00,+64.5666E-03,-311.8720E-03
+2.7400E-03,+5.1457286E+00,+56.5264E-03,-311.8720E-03
+2.7500E-03,+5.1457286E+00,+60.5465E-03,-311.8720E-03
+2.7600E-03,+5.1457286E+00,+68.5867E-03,-311.8720E-03
+2.7700E-03,+5.1457286E+00,+72.6068E-03,-311.8720E-03
+2.7800E-03,+5.1457286E+00,+64.5666E-03,-399.3705E-03
+2.7900E-03,+5.1457286E+00,+57.2390E-03,+2.4994565E+00
+2.8000E-03,+5.1457286E+00,+56.5264E-03,+3.0889805E+00
+2.8100E-03,+5.1457286E+00,+68.5867E-03,+3.1052135E+00
+2.8200E-03,+5.1457286E+00,+70.2075E-03,-311.8720E-03
+2.8300E-03,+5.1457286E+00,+64.5666E-03,-341.0469E-03
+2.8400E-03,+5.1457286E+00,+56.5264E-03,-311.8720E-03
+2.8500E-03,+5.1159060E+00,+60.5465E-03,-311.8720E-03
+2.8600E-03,+5.1457286E+00,+71.1151E-03,-311.8720E-03
+2.8700E-03,+5.1457286E+00,+69.0410E-03,-490.1600E-03
+2.8800E-03,+5.1457286E+00,+63.9836E-03,-311.8720E-03
+2.8900E-03,+5.1457286E+00,+58.9262E-03,+3.1052135E+00
+2.9000E-03,+5.1457286E+00,+60.5465E-03,+3.1052135E+00
+2.9100E-03,+5.1457286E+00,+72.2816E-03,+3.1052135E+00
+2.9200E-03,+5.1457286E+00,+71.1825E-03,-311.8720E-03
+2.9300E-03,+5.1807175E+00,+62.2959E-03,-399.3443E-03
+2.9400E-03,+5.2014638E+00,+56.5264E-03,-311.8720E-03
+2.9500E-03,+5.1457286E+00,+60.3505E-03,-311.8720E-03
+2.9600E-03,+5.1457286E+00,+69.4280E-03,-311.8720E-03
+2.9700E-03,+5.1457286E+00,+68.5867E-03,-405.8022E-03
+2.9800E-03,+5.1457286E+00,+64.5666E-03,-311.8720E-03
+2.9900E-03,+5.1457286E+00,+60.4796E-03,-509.5337E-03
+3.0000E-03,+5.1651375E+00,+56.5264E-03,+3.1052135E+00
+3.0100E-03,+5.1457286E+00,+68.5867E-03,+3.1052135E+00
+3.0200E-03,+5.1457286E+00,+68.5867E-03,-311.8720E-03
+3.0300E-03,+5.1457286E+00,+64.5043E-03,-311.8720E-03
+3.0400E-03,+5.1457286E+00,+56.5264E-03,-311.8720E-03
+3.0500E-03,+5.1457286E+00,+58.6633E-03,-406.0310E-03
+3.0600E-03,+5.1457286E+00,+68.5867E-03,-311.8720E-03
+3.0700E-03,+5.2261306E+00,+64.7580E-03,-311.8720E-03
+3.0800E-03,+5.1457286E+00,+63.3378E-03,-311.8720E-03
+3.0900E-03,+5.2261306E+00,+56.5264E-03,+3.0175124E+00
+3.1000E-03,+5.1457286E+00,+56.5264E-03,+3.0693781E+00
+3.1100E-03,+5.2197185E+00,+68.5867E-03,+3.1052135E+00
+3.1200E-03,+5.2261306E+00,+67.2288E-03,-311.8720E-03
+3.1300E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+3.1400E-03,+5.2261306E+00,+55.9388E-03,-512.8770E-03
+3.1500E-03,+5.1547239E+00,+56.9761E-03,-311.8720E-03
+3.1600E-03,+5.1457286E+00,+68.5867E-03,-311.8720E-03
+3.1700E-03,+5.2261306E+00,+67.0910E-03,-311.8720E-03
+3.1800E-03,+5.2169628E+00,+60.5465E-03,-311.8720E-03
+3.1900E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+3.2000E-03,+5.1457286E+00,+56.5264E-03,+3.0244016E+00
+3.2100E-03,+5.1457286E+00,+68.5867E-03,+3.1052135E+00
+3.2200E-03,+5.2261306E+00,+68.5867E-03,-512.8770E-03
+3.2300E-03,+5.1598902E+00,+60.5465E-03,-311.8720E-03
+3.2400E-03,+5.1457286E+00,+54.2517E-03,-311.8720E-03
+3.2500E-03,+5.2013828E+00,+56.5264E-03,-373.7415E-03
+3.2600E-03,+5.1497301E+00,+68.5867E-03,-311.8720E-03
+3.2700E-03,+5.2093858E+00,+67.7494E-03,-353.7339E-03
+3.2800E-03,+5.1832196E+00,+60.5465E-03,-311.8720E-03
+3.2900E-03,+5.2039659E+00,+52.5063E-03,-311.8720E-03
+3.3000E-03,+5.2261306E+00,+56.4555E-03,+3.1016675E+00
+3.3100E-03,+5.2068027E+00,+68.5867E-03,+3.0568937E+00
+3.3200E-03,+5.1858028E+00,+66.5703E-03,-311.8720E-03
+3.3300E-03,+5.2261306E+00,+57.5055E-03,-360.8258E-03
+3.3400E-03,+5.1468934E+00,+52.5063E-03,-311.8720E-03
+3.3500E-03,+5.1676397E+00,+53.6018E-03,-458.0993E-03
+3.3600E-03,+5.1883859E+00,+70.7196E-03,-311.8720E-03
+3.3700E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+3.3800E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+3.3900E-03,+5.2261306E+00,+52.5063E-03,+3.0439779E+00
+3.4000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+3.4100E-03,+5.1601438E+00,+67.8659E-03,+3.1052135E+00
+3.4200E-03,+5.2261306E+00,+68.5867E-03,-497.0493E-03
+3.4300E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+3.4400E-03,+5.2261306E+00,+54.8975E-03,-431.4311E-03
+3.4500E-03,+5.1575606E+00,+59.9549E-03,-311.8720E-03
+3.4600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+3.4700E-03,+5.2261306E+00,+67.1037E-03,-311.8720E-03
+3.4800E-03,+5.2261306E+00,+58.0261E-03,-311.8720E-03
+3.4900E-03,+5.1549775E+00,+52.5063E-03,+3.1052135E+00
+3.5000E-03,+5.2261306E+00,+56.5264E-03,+2.9329519E+00
+3.5100E-03,+5.1779723E+00,+66.1788E-03,+3.1052135E+00
+3.5200E-03,+5.2261306E+00,+65.9372E-03,-311.8720E-03
+3.5300E-03,+5.2261306E+00,+60.2132E-03,-311.8720E-03
+3.5400E-03,+5.2261306E+00,+53.2103E-03,-311.8720E-03
+3.5500E-03,+5.1913038E+00,+56.5264E-03,-398.9391E-03
+3.5600E-03,+5.2261306E+00,+65.8080E-03,-450.8048E-03
+3.5700E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+3.5800E-03,+5.2261306E+00,+57.3596E-03,-311.8720E-03
+3.5900E-03,+5.2261306E+00,+52.5063E-03,+2.9042085E+00
+3.6000E-03,+5.2261306E+00,+56.5264E-03,+2.9598228E+00
+3.6100E-03,+5.2261306E+00,+68.5867E-03,+2.9079570E+00
+3.6200E-03,+5.2261306E+00,+67.6243E-03,-311.8720E-03
+3.6300E-03,+5.2261306E+00,+60.5465E-03,-412.8941E-03
+3.6400E-03,+5.2261306E+00,+53.4894E-03,-311.8720E-03
+3.6500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+3.6600E-03,+5.2261306E+00,+68.5867E-03,-458.3020E-03
+3.6700E-03,+5.2261306E+00,+66.4579E-03,-406.4362E-03
+3.6800E-03,+5.2261306E+00,+59.6925E-03,-311.8720E-03
+3.6900E-03,+5.2261306E+00,+52.6896E-03,-311.8720E-03
+3.7000E-03,+5.2261306E+00,+56.5264E-03,+3.0441806E+00
+3.7100E-03,+5.2261306E+00,+68.5867E-03,+3.1052135E+00
+3.7200E-03,+5.2261306E+00,+64.5666E-03,-348.1126E-03
+3.7300E-03,+5.2261306E+00,+56.8389E-03,-311.8720E-03
+3.7400E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+3.7500E-03,+5.2261306E+00,+58.1594E-03,-393.5205E-03
+3.7600E-03,+5.2261306E+00,+67.9910E-03,-311.8720E-03
+3.7700E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+3.7800E-03,+5.2261306E+00,+58.0054E-03,-438.9283E-03
+3.7900E-03,+5.2261306E+00,+52.5063E-03,+3.0300229E+00
+3.8000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+3.8100E-03,+5.2261306E+00,+68.0159E-03,+3.1052135E+00
+3.8200E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+3.8300E-03,+5.2261306E+00,+57.9010E-03,-311.8720E-03
+3.8400E-03,+5.2261306E+00,+56.5264E-03,-496.0100E-03
+3.8500E-03,+5.2261306E+00,+59.8465E-03,-346.8707E-03
+3.8600E-03,+5.2261306E+00,+66.8494E-03,-311.8720E-03
+3.8700E-03,+5.2261306E+00,+61.7920E-03,-311.8720E-03
+3.8800E-03,+5.1540559E+00,+56.7346E-03,-311.8720E-03
+3.8900E-03,+5.2261306E+00,+52.5063E-03,+3.1052135E+00
+3.9000E-03,+5.2261306E+00,+56.5264E-03,+2.9975308E+00
+3.9100E-03,+5.2261306E+00,+68.5867E-03,+2.9042085E+00
+3.9200E-03,+5.2261306E+00,+68.5077E-03,-311.8720E-03
+3.9300E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+3.9400E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+3.9500E-03,+5.2261306E+00,+53.4935E-03,-463.5180E-03
+3.9600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+3.9700E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+3.9800E-03,+5.2261306E+00,+60.5465E-03,-418.1101E-03
+3.9900E-03,+5.2893721E+00,+51.6483E-03,+2.3758938E+00
+4.0000E-03,+5.2261306E+00,+56.5264E-03,+3.0962489E+00
+4.0100E-03,+5.2261306E+00,+64.5666E-03,+3.1052135E+00
+4.0200E-03,+5.2261306E+00,+64.5666E-03,-400.1810E-03
+4.0300E-03,+5.2261306E+00,+59.8176E-03,-348.3152E-03
+4.0400E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+4.0500E-03,+5.2261306E+00,+55.1806E-03,-311.8720E-03
+4.0600E-03,+5.2261306E+00,+66.2036E-03,-431.0259E-03
+4.0700E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+4.0800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.0900E-03,+5.2261306E+00,+51.0314E-03,+3.0314674E+00
+4.1000E-03,+5.2261306E+00,+54.0141E-03,+3.0298203E+00
+4.1100E-03,+5.2261306E+00,+68.1161E-03,+3.1052135E+00
+4.1200E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+4.1300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+4.1400E-03,+5.2261306E+00,+51.1276E-03,-311.8720E-03
+4.1500E-03,+5.2261306E+00,+52.5063E-03,-328.9416E-03
+4.1600E-03,+5.2261306E+00,+64.5666E-03,-346.6681E-03
+4.1700E-03,+5.2261306E+00,+62.8333E-03,-311.8720E-03
+4.1800E-03,+5.2261306E+00,+56.5264E-03,-450.3996E-03
+4.1900E-03,+5.2261306E+00,+52.2941E-03,+3.0946018E+00
+4.2000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+4.2100E-03,+5.2692847E+00,+64.5666E-03,+3.1052135E+00
+4.2200E-03,+5.2261306E+00,+64.5666E-03,-367.8915E-03
+4.2300E-03,+5.2244691E+00,+56.5264E-03,-508.7232E-03
+4.2400E-03,+5.2261306E+00,+51.5520E-03,-359.5839E-03
+4.2500E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+4.2600E-03,+5.2261306E+00,+67.5955E-03,-311.8720E-03
+4.2700E-03,+5.2261306E+00,+64.5205E-03,-311.8720E-03
+4.2800E-03,+5.2261306E+00,+55.4430E-03,-311.8720E-03
+4.2900E-03,+5.2261306E+00,+48.4862E-03,+2.9042085E+00
+4.3000E-03,+5.2892911E+00,+55.6643E-03,+3.0621097E+00
+4.3100E-03,+5.2261306E+00,+68.4114E-03,+2.9129704E+00
+4.3200E-03,+5.2018795E+00,+61.7590E-03,-311.8720E-03
+4.3300E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.3400E-03,+5.2261306E+00,+49.2191E-03,-311.8720E-03
+4.3500E-03,+5.2261306E+00,+56.2220E-03,-311.8720E-03
+4.3600E-03,+5.2261306E+00,+65.9083E-03,-311.8720E-03
+4.3700E-03,+5.2589521E+00,+62.1876E-03,-311.8720E-03
+4.3800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.3900E-03,+5.2261306E+00,+52.0727E-03,+2.9258862E+00
+4.4000E-03,+5.2261306E+00,+55.0555E-03,+3.1052135E+00
+4.4100E-03,+5.2261306E+00,+66.0785E-03,+2.9798043E+00
+4.4200E-03,+5.2261306E+00,+64.0920E-03,-489.1469E-03
+4.4300E-03,+5.2261306E+00,+56.5264E-03,-340.0076E-03
+4.4400E-03,+5.2261306E+00,+50.0862E-03,-311.8720E-03
+4.4500E-03,+5.2261306E+00,+56.5264E-03,-443.7390E-03
+4.4600E-03,+5.2261306E+00,+64.9120E-03,-311.8720E-03
+4.4700E-03,+5.2261306E+00,+63.8747E-03,-311.8720E-03
+4.4800E-03,+5.2261306E+00,+54.2355E-03,-311.8720E-03
+4.4900E-03,+5.2261306E+00,+49.7398E-03,+3.1052135E+00
+4.5000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+4.5100E-03,+5.2261306E+00,+64.5666E-03,+3.1052135E+00
+4.5200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+4.5300E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.5400E-03,+5.2261306E+00,+48.5733E-03,-512.8770E-03
+4.5500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.5600E-03,+5.2261306E+00,+66.5541E-03,-411.2470E-03
+4.5700E-03,+5.2261306E+00,+61.5418E-03,-463.1127E-03
+4.5800E-03,+5.2269712E+00,+56.5684E-03,-311.8720E-03
+4.5900E-03,+5.2261306E+00,+51.4269E-03,+3.1052135E+00
+4.6000E-03,+5.2261306E+00,+56.5264E-03,+2.9993806E+00
+4.6100E-03,+5.2261306E+00,+64.5666E-03,+2.9475149E+00
+4.6200E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+4.6300E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.6400E-03,+5.2261306E+00,+50.7320E-03,-311.8720E-03
+4.6500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.6600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+4.6700E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+4.6800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.6900E-03,+5.2261306E+00,+51.8985E-03,+3.0748228E+00
+4.7000E-03,+5.2261306E+00,+56.5264E-03,+2.9042085E+00
+4.7100E-03,+5.2261306E+00,+64.5666E-03,+2.9042085E+00
+4.7200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+4.7300E-03,+5.2261306E+00,+56.5264E-03,-335.8047E-03
+4.7400E-03,+5.2953594E+00,+48.4862E-03,-311.8720E-03
+4.7500E-03,+5.2261306E+00,+56.5264E-03,-433.0783E-03
+4.7600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+4.7700E-03,+5.2261306E+00,+60.5465E-03,-495.4021E-03
+4.7800E-03,+5.3065326E+00,+56.5264E-03,-311.8720E-03
+4.7900E-03,+5.2261306E+00,+48.4862E-03,+2.9904651E+00
+4.8000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+4.8100E-03,+5.2261306E+00,+64.5666E-03,+2.9152254E+00
+4.8200E-03,+5.2261306E+00,+64.5666E-03,-472.0282E-03
+4.8300E-03,+5.2632164E+00,+56.5264E-03,-311.8720E-03
+4.8400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+4.8500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.8600E-03,+5.2261306E+00,+67.6406E-03,-311.8720E-03
+4.8700E-03,+5.2261306E+00,+62.5831E-03,-311.8720E-03
+4.8800E-03,+5.2461174E+00,+53.5056E-03,-311.8720E-03
+4.8900E-03,+5.2268901E+00,+52.5063E-03,+3.1033147E+00
+4.9000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+4.9100E-03,+5.2683827E+00,+64.5666E-03,+3.0098387E+00
+4.9200E-03,+5.2261306E+00,+63.6964E-03,-311.8720E-03
+4.9300E-03,+5.3031899E+00,+56.6935E-03,-311.8720E-03
+4.9400E-03,+5.2502196E+00,+51.3018E-03,-372.0944E-03
+4.9500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+4.9600E-03,+5.2261306E+00,+67.8457E-03,-311.8720E-03
+4.9700E-03,+5.3006068E+00,+60.5465E-03,-311.8720E-03
+4.9800E-03,+5.2528027E+00,+56.5264E-03,-446.1967E-03
+4.9900E-03,+5.2591142E+00,+50.1354E-03,+3.1052135E+00
+5.0000E-03,+5.2261306E+00,+53.1181E-03,+2.9348017E+00
+5.0100E-03,+5.2980236E+00,+68.1612E-03,+2.9042085E+00
+5.0200E-03,+5.2772773E+00,+61.6411E-03,-311.8720E-03
+5.0300E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.0400E-03,+5.2261306E+00,+48.4862E-03,-336.0073E-03
+5.0500E-03,+5.2261306E+00,+53.0609E-03,-485.1466E-03
+5.0600E-03,+5.2579690E+00,+66.9948E-03,-433.2809E-03
+5.0700E-03,+5.2261306E+00,+65.8050E-03,-311.8720E-03
+5.0800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.0900E-03,+5.2928573E+00,+48.4862E-03,+3.1052135E+00
+5.1000E-03,+5.2261306E+00,+56.5264E-03,+2.9902624E+00
+5.1100E-03,+5.2513647E+00,+67.3250E-03,+3.0421282E+00
+5.1200E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+5.1300E-03,+5.2261306E+00,+53.3192E-03,-311.8720E-03
+5.1400E-03,+5.2631353E+00,+50.3364E-03,-311.8720E-03
+5.1500E-03,+5.2261306E+00,+55.3938E-03,-456.2496E-03
+5.1600E-03,+5.2261306E+00,+60.6417E-03,-311.8720E-03
+5.1700E-03,+5.2261306E+00,+60.5465E-03,-358.9760E-03
+5.1800E-03,+5.2657185E+00,+56.5264E-03,-311.8720E-03
+5.1900E-03,+5.2261306E+00,+49.4896E-03,+2.9543780E+00
+5.2000E-03,+5.2254521E+00,+56.4925E-03,+2.9042085E+00
+5.2100E-03,+5.2261306E+00,+68.5867E-03,+2.9042085E+00
+5.2200E-03,+5.2261306E+00,+62.6550E-03,-311.8720E-03
+5.2300E-03,+5.2261306E+00,+52.5063E-03,-355.5836E-03
+5.2400E-03,+5.3065326E+00,+48.4862E-03,-311.8720E-03
+5.2500E-03,+5.2261306E+00,+56.5264E-03,-452.8572E-03
+5.2600E-03,+5.2617784E+00,+68.5867E-03,-400.9915E-03
+5.2700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+5.2800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.2900E-03,+5.2261306E+00,+51.1767E-03,+3.1052135E+00
+5.3000E-03,+5.2261306E+00,+54.8732E-03,+2.9868701E+00
+5.3100E-03,+5.2261306E+00,+68.5867E-03,+2.9042085E+00
+5.3200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+5.3300E-03,+5.2261306E+00,+59.0878E-03,-439.9414E-03
+5.3400E-03,+5.2566121E+00,+50.0103E-03,-388.0757E-03
+5.3500E-03,+5.2261306E+00,+56.0396E-03,-336.2100E-03
+5.3600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+5.3700E-03,+5.2261306E+00,+62.1344E-03,-311.8720E-03
+5.3800E-03,+5.3065326E+00,+56.5264E-03,-311.8720E-03
+5.3900E-03,+5.2261306E+00,+48.8438E-03,+2.9220886E+00
+5.4000E-03,+5.2261306E+00,+56.5264E-03,+3.0712279E+00
+5.4100E-03,+5.2261306E+00,+66.2836E-03,+2.9900598E+00
+5.4200E-03,+5.2261306E+00,+59.2807E-03,-449.5891E-03
