second,Volt,Ampere,Volt
+5.4300E-03,+5.2261306E+00,+56.2979E-03,-501.4548E-03
+5.4400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+5.4500E-03,+5.2261306E+00,+56.5264E-03,-404.1812E-03
+5.4600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+5.4700E-03,+5.2261306E+00,+60.6458E-03,-507.9127E-03
+5.4800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.4900E-03,+5.2261306E+00,+48.4862E-03,+3.0029756E+00
+5.5000E-03,+5.2261306E+00,+59.5390E-03,+3.1052135E+00
+5.5100E-03,+5.2261306E+00,+68.5867E-03,+2.9057020E+00
+5.5200E-03,+5.2261306E+00,+60.5465E-03,-459.5177E-03
+5.5300E-03,+5.2261306E+00,+56.5264E-03,-407.6520E-03
+5.5400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+5.5500E-03,+5.2261306E+00,+56.6854E-03,-319.8234E-03
+5.5600E-03,+5.2261306E+00,+65.7629E-03,-453.0598E-03
+5.5700E-03,+5.2261306E+00,+60.5465E-03,-423.5549E-03
+5.5800E-03,+5.2261306E+00,+56.5264E-03,-512.8770E-03
+5.5900E-03,+5.2261306E+00,+52.5063E-03,+3.1052135E+00
+5.6000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+5.6100E-03,+5.2261306E+00,+68.5867E-03,+3.0223492E+00
+5.6200E-03,+5.2261306E+00,+61.1665E-03,-512.8770E-03
+5.6300E-03,+5.2981857E+00,+52.5063E-03,-311.8720E-03
+5.6400E-03,+5.2261306E+00,+48.4862E-03,-440.1441E-03
+5.6500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.6600E-03,+5.2261306E+00,+65.0574E-03,-311.8720E-03
+5.6700E-03,+5.2261306E+00,+61.0930E-03,-311.8720E-03
+5.6800E-03,+5.2578069E+00,+56.5264E-03,-311.8720E-03
+5.6900E-03,+5.2261306E+00,+48.4862E-03,+2.9042085E+00
+5.7000E-03,+5.2261306E+00,+56.5264E-03,+2.9222912E+00
+5.7100E-03,+5.2261306E+00,+65.2422E-03,+2.9379914E+00
+5.7200E-03,+5.2261306E+00,+62.2595E-03,-311.8720E-03
+5.7300E-03,+5.2261306E+00,+56.5264E-03,-449.3864E-03
+5.7400E-03,+5.2307805E+00,+48.7187E-03,-311.8720E-03
+5.7500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.7600E-03,+5.2261306E+00,+66.4087E-03,-403.9786E-03
+5.7700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+5.7800E-03,+5.2261306E+00,+56.4230E-03,-311.8720E-03
+5.7900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+5.8000E-03,+5.2261306E+00,+56.5264E-03,+3.0066490E+00
+5.8100E-03,+5.2261306E+00,+64.5666E-03,+2.9547833E+00
+5.8200E-03,+5.2261306E+00,+60.5465E-03,-512.8770E-03
+5.8300E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.8400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+5.8500E-03,+5.2261306E+00,+56.5264E-03,-355.9889E-03
+5.8600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+5.8700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+5.8800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+5.8900E-03,+5.2261306E+00,+48.4862E-03,+2.9042085E+00
+5.9000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+5.9100E-03,+5.2261306E+00,+67.2652E-03,+2.9042085E+00
+5.9200E-03,+5.2261306E+00,+58.8851E-03,-311.8720E-03
+5.9300E-03,+5.2261306E+00,+52.5063E-03,-343.0731E-03
+5.9400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+5.9500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+5.9600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+5.9700E-03,+5.2261306E+00,+64.0717E-03,-311.8720E-03
+5.9800E-03,+5.2261306E+00,+55.9839E-03,-311.8720E-03
+5.9900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+6.0000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+6.0100E-03,+5.2261306E+00,+68.5867E-03,+3.1052135E+00
+6.0200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+6.0300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.0400E-03,+5.2261306E+00,+45.7399E-03,-311.8720E-03
+6.0500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.0600E-03,+5.2261306E+00,+67.7859E-03,-311.8720E-03
+6.0700E-03,+5.2697710E+00,+58.7084E-03,-420.9730E-03
+6.0800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.0900E-03,+5.2261306E+00,+52.3989E-03,+3.1052135E+00
+6.1000E-03,+5.2447291E+00,+56.5264E-03,+2.9507046E+00
+6.1100E-03,+5.2654753E+00,+70.5539E-03,+1.3304185E+00
+6.1200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+6.1300E-03,+5.2265659E+00,+52.5281E-03,-311.8720E-03
+6.1400E-03,+5.2261306E+00,+44.4661E-03,-311.8720E-03
+6.1500E-03,+5.2261306E+00,+58.4501E-03,-311.8720E-03
+6.1600E-03,+5.2888048E+00,+68.5867E-03,-311.8720E-03
+6.1700E-03,+5.3035141E+00,+60.5465E-03,-311.8720E-03
+6.1800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.1900E-03,+5.2261306E+00,+50.2807E-03,+3.0154861E+00
+6.2000E-03,+5.2412753E+00,+56.5264E-03,+3.1052135E+00
+6.2100E-03,+5.2317322E+00,+68.0265E-03,+3.1052135E+00
+6.2200E-03,+5.2261306E+00,+59.2291E-03,-377.7418E-03
+6.2300E-03,+5.2261306E+00,+54.1717E-03,-311.8720E-03
+6.2400E-03,+5.2261306E+00,+49.1143E-03,-481.4732E-03
+6.2500E-03,+5.3065326E+00,+56.5264E-03,-332.3339E-03
+6.2600E-03,+5.2776015E+00,+68.5867E-03,-311.8720E-03
+6.2700E-03,+5.3065326E+00,+60.5465E-03,-311.8720E-03
+6.2800E-03,+5.3065326E+00,+56.5264E-03,-487.9311E-03
+6.2900E-03,+5.2368985E+00,+51.9679E-03,+2.9042085E+00
+6.3000E-03,+5.2261306E+00,+56.5264E-03,+2.9829940E+00
+6.3100E-03,+5.2261306E+00,+67.1796E-03,+2.9745622E+00
+6.3200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+6.3300E-03,+5.3065326E+00,+52.5063E-03,-311.8720E-03
+6.3400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+6.3500E-03,+5.2261306E+00,+60.5465E-03,-512.8770E-03
+6.3600E-03,+5.2309426E+00,+68.5867E-03,-323.9021E-03
+6.3700E-03,+5.2261306E+00,+57.3231E-03,-311.8720E-03
+6.3800E-03,+5.2628111E+00,+54.6924E-03,-311.8720E-03
+6.3900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+6.4000E-03,+5.3043037E+00,+56.4149E-03,+3.1052135E+00
+6.4100E-03,+5.2880152E+00,+64.5666E-03,+2.9505020E+00
+6.4200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+6.4300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.4400E-03,+5.2264849E+00,+44.4838E-03,-311.8720E-03
+6.4500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.4600E-03,+5.2646858E+00,+68.5867E-03,-311.8720E-03
+6.4700E-03,+5.2261306E+00,+57.4168E-03,-311.8720E-03
+6.4800E-03,+5.3065326E+00,+52.3594E-03,-311.8720E-03
+6.4900E-03,+5.2498143E+00,+47.3020E-03,+3.0460042E+00
+6.5000E-03,+5.2261306E+00,+56.5264E-03,+2.9941385E+00
+6.5100E-03,+5.2261306E+00,+68.5867E-03,+2.9422727E+00
+6.5200E-03,+5.3010120E+00,+60.5465E-03,-311.8720E-03
+6.5300E-03,+5.2261306E+00,+55.2130E-03,-311.8720E-03
+6.5400E-03,+5.2731438E+00,+44.4661E-03,-311.8720E-03
+6.5500E-03,+5.2261306E+00,+55.8943E-03,-311.8720E-03
+6.5600E-03,+5.2261306E+00,+64.9718E-03,-492.6177E-03
+6.5700E-03,+5.2549806E+00,+57.9689E-03,-512.8770E-03
+6.5800E-03,+5.2261306E+00,+52.5063E-03,-388.8862E-03
+6.5900E-03,+5.2261306E+00,+44.9691E-03,+2.9042085E+00
+6.6000E-03,+5.2261306E+00,+56.5264E-03,+2.9309257E+00
+6.6100E-03,+5.2261306E+00,+66.1382E-03,-311.8720E-03
+6.6200E-03,+5.2543531E+00,+56.5264E-03,-311.8720E-03
+6.6300E-03,+5.2990564E+00,+55.7788E-03,-311.8720E-03
+6.6400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+6.6500E-03,+5.2601469E+00,+56.5264E-03,-311.8720E-03
+6.6600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+6.6700E-03,+5.2261306E+00,+56.7710E-03,-311.8720E-03
+6.6800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.6900E-03,+5.2261306E+00,+46.6562E-03,+3.0137147E+00
+6.7000E-03,+5.2834764E+00,+54.8119E-03,+2.9042085E+00
+6.7100E-03,+5.2261306E+00,+64.5666E-03,+3.1052135E+00
+6.7200E-03,+5.2261306E+00,+57.4482E-03,-311.8720E-03
+6.7300E-03,+5.2261306E+00,+52.5063E-03,-414.9204E-03
+6.7400E-03,+5.2261306E+00,+45.4897E-03,-311.8720E-03
+6.7500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.7600E-03,+5.2471501E+00,+68.5867E-03,-311.8720E-03
+6.7700E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.7800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.7900E-03,+5.2261306E+00,+48.4862E-03,+2.9113494E+00
+6.8000E-03,+5.2261306E+00,+53.6864E-03,+2.9042085E+00
+6.8100E-03,+5.2261306E+00,+64.5666E-03,-402.0046E-03
+6.8200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+6.8300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.8400E-03,+5.2261306E+00,+44.4661E-03,-377.3365E-03
+6.8500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.8600E-03,+5.2261306E+00,+67.9505E-03,-481.0680E-03
+6.8700E-03,+5.2261306E+00,+56.9275E-03,-311.8720E-03
+6.8800E-03,+5.2261306E+00,+52.5063E-03,-440.9546E-03
+6.8900E-03,+5.2261306E+00,+46.9418E-03,+3.1052135E+00
+6.9000E-03,+5.2261306E+00,+56.5264E-03,+3.0798624E+00
+6.9100E-03,+5.2261306E+00,+65.0969E-03,+2.9042085E+00
+6.9200E-03,+5.2751805E+00,+58.0940E-03,-434.4967E-03
+6.9300E-03,+5.2261306E+00,+49.9014E-03,-442.1180E-03
+6.9400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+6.9500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+6.9600E-03,+5.2600659E+00,+68.5867E-03,-311.8720E-03
+6.9700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+6.9800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+6.9900E-03,+5.2261306E+00,+44.4661E-03,+3.1052135E+00
+7.0000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+7.0100E-03,+5.2261306E+00,+65.7234E-03,+3.0473703E+00
+7.0200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+7.0300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.0400E-03,+5.2261306E+00,+46.5311E-03,-409.6260E-03
+7.0500E-03,+5.2859785E+00,+59.5188E-03,-311.8720E-03
+7.0600E-03,+5.2261306E+00,+68.5771E-03,-311.8720E-03
+7.0700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+7.0800E-03,+5.2261306E+00,+54.5905E-03,-408.6651E-03
+7.0900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+7.1000E-03,+5.2261306E+00,+56.6652E-03,+2.9111468E+00
+7.1100E-03,+5.2830110E+00,+67.4106E-03,+3.1052135E+00
+7.1200E-03,+5.2261306E+00,+58.7398E-03,-402.2072E-03
+7.1300E-03,+5.2261306E+00,+55.7570E-03,-311.8720E-03
+7.1400E-03,+5.2261306E+00,+48.2183E-03,-499.4808E-03
+7.1500E-03,+5.2261306E+00,+59.2412E-03,-311.8720E-03
+7.1600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.1700E-03,+5.2261306E+00,+57.1666E-03,-512.8770E-03
+7.1800E-03,+5.2261306E+00,+56.1293E-03,-493.0229E-03
+7.1900E-03,+5.2261306E+00,+44.4661E-03,+3.1052135E+00
+7.2000E-03,+5.2261306E+00,+56.5264E-03,+2.9816279E+00
+7.2100E-03,+5.2261306E+00,+65.0777E-03,+3.1052135E+00
+7.2200E-03,+5.2960078E+00,+60.5465E-03,-311.8720E-03
+7.2300E-03,+5.2574017E+00,+54.9628E-03,-311.8720E-03
+7.2400E-03,+5.2781480E+00,+45.8853E-03,-311.8720E-03
+7.2500E-03,+5.2261306E+00,+60.1646E-03,-311.8720E-03
+7.2600E-03,+5.2261306E+00,+64.5666E-03,-512.8770E-03
+7.2700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+7.2800E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+7.2900E-03,+5.2261306E+00,+48.4862E-03,+2.9042085E+00
+7.3000E-03,+5.2261306E+00,+57.3109E-03,+3.1052135E+00
+7.3100E-03,+5.2261306E+00,+64.5666E-03,-421.7835E-03
+7.3200E-03,+5.2261306E+00,+60.5465E-03,-369.9178E-03
+7.3300E-03,+5.2286026E+00,+56.4028E-03,-506.6969E-03
+7.3400E-03,+5.2261306E+00,+47.5725E-03,-311.8720E-03
+7.3500E-03,+5.2261306E+00,+58.4774E-03,-311.8720E-03
+7.3600E-03,+5.2261306E+00,+65.5983E-03,-311.8720E-03
+7.3700E-03,+5.2261306E+00,+60.5409E-03,-311.8720E-03
+7.3800E-03,+5.2261306E+00,+49.5291E-03,-311.8720E-03
+7.3900E-03,+5.2261306E+00,+44.4661E-03,+3.1052135E+00
+7.4000E-03,+5.2261306E+00,+56.5264E-03,+3.1052135E+00
+7.4100E-03,+5.2261306E+00,+68.5867E-03,+3.1052135E+00
+7.4200E-03,+5.2261306E+00,+59.3745E-03,-311.8720E-03
+7.4300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.4400E-03,+5.2261306E+00,+47.7127E-03,-311.8720E-03
+7.4500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+7.4600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.4700E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+7.4800E-03,+5.2261306E+00,+53.1506E-03,-311.8720E-03
+7.4900E-03,+5.2261306E+00,+44.8591E-03,+2.9238599E+00
+7.5000E-03,+5.2779257E+00,+53.9366E-03,+3.0336963E+00
+7.5100E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.5200E-03,+5.2962301E+00,+60.5465E-03,-337.6284E-03
+7.5300E-03,+5.2261306E+00,+51.9841E-03,-486.7677E-03
+7.5400E-03,+5.1769186E+00,+46.0256E-03,-311.8720E-03
+7.5500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+7.5600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.5700E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+7.5800E-03,+5.2261306E+00,+52.5063E-03,-396.3049E-03
+7.5900E-03,+5.2261306E+00,+44.4661E-03,+3.1052135E+00
+7.6000E-03,+5.2261306E+00,+60.2897E-03,+2.9042085E+00
+7.6100E-03,+5.2261306E+00,+65.3471E-03,+3.1052135E+00
+7.6200E-03,+5.2624869E+00,+58.7287E-03,-402.7628E-03
+7.6300E-03,+5.2261306E+00,+52.5063E-03,-454.6286E-03
+7.6400E-03,+5.2261306E+00,+44.5937E-03,-311.8720E-03
+7.6500E-03,+5.2261306E+00,+57.4360E-03,-311.8720E-03
+7.6600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.6700E-03,+5.2468468E+00,+56.5264E-03,-311.8720E-03
+7.6800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.6900E-03,+5.2469070E+00,+45.5049E-03,+3.1052135E+00
+7.7000E-03,+5.2261306E+00,+58.6025E-03,+3.0080151E+00
+7.7100E-03,+5.2261306E+00,+68.5867E-03,+2.9495411E+00
+7.7200E-03,+5.2287438E+00,+60.5465E-03,-311.8720E-03
+7.7300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.7400E-03,+5.2261306E+00,+46.6714E-03,-311.8720E-03
+7.7500E-03,+5.2261306E+00,+59.7690E-03,-474.0022E-03
+7.7600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.7700E-03,+5.2261306E+00,+57.8235E-03,-311.8720E-03
+7.7800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.7900E-03,+5.2261306E+00,+47.8378E-03,+3.1052135E+00
+7.8000E-03,+5.2261306E+00,+60.5465E-03,+3.0857646E+00
+7.8100E-03,+5.2546564E+00,+68.5867E-03,+2.9042085E+00
+7.8200E-03,+5.2261306E+00,+58.0829E-03,-311.8720E-03
+7.8300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.8400E-03,+5.2261306E+00,+45.5024E-03,-311.8720E-03
+7.8500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+7.8600E-03,+5.2546773E+00,+65.9939E-03,-311.8720E-03
+7.8700E-03,+5.2261306E+00,+56.9164E-03,-311.8720E-03
+7.8800E-03,+5.2261306E+00,+51.8590E-03,-311.8720E-03
+7.8900E-03,+5.2261306E+00,+46.1507E-03,+2.9884388E+00
+7.9000E-03,+5.2261306E+00,+59.2483E-03,+2.9691174E+00
+7.9100E-03,+5.3013153E+00,+64.5666E-03,-90.1371E-03
+7.9200E-03,+5.2261306E+00,+57.3028E-03,-311.8720E-03
+7.9300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+7.9400E-03,+5.2261306E+00,+47.3172E-03,-454.4259E-03
+7.9500E-03,+5.2261306E+00,+56.6581E-03,-311.8720E-03
+7.9600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+7.9700E-03,+5.2261306E+00,+58.4693E-03,-409.0181E-03
+7.9800E-03,+5.2469279E+00,+49.5260E-03,-311.8720E-03
+7.9900E-03,+5.2261306E+00,+48.4862E-03,+3.1050860E+00
+8.0000E-03,+5.2261306E+00,+57.5612E-03,+3.0534752E+00
+8.0100E-03,+5.2261306E+00,+66.6387E-03,-311.8720E-03
+8.0200E-03,+5.2883185E+00,+60.5465E-03,-311.8720E-03
+8.0300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.0400E-03,+5.2261306E+00,+43.8305E-03,-370.0681E-03
+8.0500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+8.0600E-03,+5.2261306E+00,+68.5867E-03,-473.7996E-03
+8.0700E-03,+5.2261306E+00,+60.5465E-03,-324.6603E-03
+8.0800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.0900E-03,+5.2261306E+00,+46.7965E-03,+3.1052135E+00
+8.1000E-03,+5.2261306E+00,+60.5465E-03,+3.0725940E+00
+8.1100E-03,+5.2261306E+00,+64.5666E-03,+3.0859673E+00
+8.1200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+8.1300E-03,+5.2261306E+00,+52.5063E-03,-512.8770E-03
+8.1400E-03,+5.2261306E+00,+47.4397E-03,-311.8720E-03
+8.1500E-03,+5.2261306E+00,+60.0324E-03,-311.8720E-03
+8.1600E-03,+5.2261306E+00,+63.0152E-03,-311.8720E-03
+8.1700E-03,+5.2261306E+00,+59.1151E-03,-311.8720E-03
+8.1800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.1900E-03,+5.2936678E+00,+45.1093E-03,+3.1052135E+00
+8.2000E-03,+5.2261306E+00,+60.5465E-03,+3.1052135E+00
+8.2100E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+8.2200E-03,+5.2261306E+00,+56.7913E-03,-311.8720E-03
+8.2300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.2400E-03,+5.2261306E+00,+48.4862E-03,-402.3576E-03
+8.2500E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+8.2600E-03,+5.2288458E+00,+64.7023E-03,-311.8720E-03
+8.2700E-03,+5.2261306E+00,+59.6449E-03,-311.8720E-03
+8.2800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.2900E-03,+5.1843740E+00,+46.3984E-03,+3.1052135E+00
+8.3000E-03,+5.2261306E+00,+60.5399E-03,+2.9045385E+00
+8.3100E-03,+5.2261306E+00,+64.5666E-03,-461.3414E-03
+8.3200E-03,+5.2261306E+00,+60.5465E-03,-415.2734E-03
+8.3300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.3400E-03,+5.2261306E+00,+48.6087E-03,-506.7492E-03
+8.3500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+8.3600E-03,+5.2261306E+00,+66.7638E-03,-311.8720E-03
+8.3700E-03,+5.2261306E+00,+57.3120E-03,-311.8720E-03
+8.3800E-03,+5.2261306E+00,+52.5063E-03,-500.2913E-03
+8.3900E-03,+5.2261306E+00,+44.4661E-03,+3.1052135E+00
+8.4000E-03,+5.2600057E+00,+60.5465E-03,+2.9888963E+00
+8.4100E-03,+5.2261306E+00,+61.8594E-03,+3.1052135E+00
+8.4200E-03,+5.2989152E+00,+56.5264E-03,-311.8720E-03
+8.4300E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+8.4400E-03,+5.2261306E+00,+46.9216E-03,-311.8720E-03
+8.4500E-03,+5.2261306E+00,+57.0537E-03,-311.8720E-03
+8.4600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+8.4700E-03,+5.2261306E+00,+58.0737E-03,-311.8720E-03
+8.4800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.4900E-03,+5.2261306E+00,+44.4661E-03,+2.9241148E+00
+8.5000E-03,+5.2261306E+00,+59.9073E-03,+3.0732541E+00
+8.5100E-03,+5.2261306E+00,+64.5666E-03,-395.6971E-03
+8.5200E-03,+5.2804069E+00,+56.5264E-03,-311.8720E-03
+8.5300E-03,+5.2261306E+00,+52.2373E-03,-499.4285E-03
+8.5400E-03,+5.2261306E+00,+47.7178E-03,-311.8720E-03
+8.5500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+8.5600E-03,+5.2261306E+00,+65.7437E-03,-512.8770E-03
+8.5700E-03,+5.2261306E+00,+56.6662E-03,-311.8720E-03
+8.5800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.5900E-03,+5.2261306E+00,+46.4009E-03,+3.0084726E+00
+8.6000E-03,+5.2261306E+00,+60.5465E-03,+3.1052135E+00
+8.6100E-03,+5.2261306E+00,+68.5760E-03,-312.4047E-03
+8.6200E-03,+5.2261306E+00,+56.5264E-03,-311.8720E-03
+8.6300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.6400E-03,+5.2261306E+00,+47.5674E-03,-311.8720E-03
+8.6500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+8.6600E-03,+5.2261306E+00,+65.7224E-03,-311.8720E-03
+8.6700E-03,+5.2699933E+00,+58.7195E-03,-311.8720E-03
+8.6800E-03,+5.2261306E+00,+50.0655E-03,-473.3943E-03
+8.6900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+8.7000E-03,+5.2261306E+00,+60.5465E-03,+2.9684573E+00
+8.7100E-03,+5.2261306E+00,+68.5867E-03,-427.9865E-03
+8.7200E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+8.7300E-03,+5.2261306E+00,+56.1496E-03,-311.8720E-03
+8.7400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+8.7500E-03,+5.2261306E+00,+60.5465E-03,-434.4444E-03
+8.7600E-03,+5.2261306E+00,+68.5867E-03,-311.8720E-03
+8.7700E-03,+5.2261306E+00,+57.0324E-03,-311.8720E-03
+8.7800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.7900E-03,+5.2261306E+00,+48.4862E-03,+2.9761832E+00
+8.8000E-03,+5.2261306E+00,+60.5465E-03,+3.0851045E+00
+8.8100E-03,+5.2261306E+00,+64.5666E-03,+2.9359652E+00
+8.8200E-03,+5.2261306E+00,+58.8740E-03,-395.4944E-03
+8.8300E-03,+5.2803259E+00,+51.1069E-03,-311.8720E-03
+8.8400E-03,+5.2261306E+00,+48.4862E-03,-311.8720E-03
+8.8500E-03,+5.2261306E+00,+61.3108E-03,-350.0866E-03
+8.8600E-03,+5.2261306E+00,+66.3682E-03,-311.8720E-03
+8.8700E-03,+5.2497542E+00,+59.3653E-03,-311.8720E-03
+8.8800E-03,+5.2261306E+00,+52.5063E-03,-319.0652E-03
+8.8900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+8.9000E-03,+5.2261306E+00,+58.6157E-03,+2.9042085E+00
+8.9100E-03,+5.2261306E+00,+64.5666E-03,-364.4730E-03
+8.9200E-03,+5.2261306E+00,+56.5411E-03,-311.8720E-03
+8.9300E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+8.9400E-03,+5.2261306E+00,+46.5260E-03,-311.8720E-03
+8.9500E-03,+5.2261306E+00,+59.6236E-03,-311.8720E-03
+8.9600E-03,+5.2261306E+00,+64.6810E-03,-311.8720E-03
+8.9700E-03,+5.2261306E+00,+59.3947E-03,-311.8720E-03
+8.9800E-03,+5.2627510E+00,+52.5063E-03,+3.1052135E+00
+8.9900E-03,+5.2261306E+00,+48.4862E-03,+3.1052135E+00
+9.0000E-03,+5.2261306E+00,+60.5465E-03,+3.1052135E+00
+9.0100E-03,+5.2517491E+00,+67.3058E-03,-311.8720E-03
+9.0200E-03,+5.2261306E+00,+60.5465E-03,-396.9651E-03
+9.0300E-03,+5.2261306E+00,+49.8153E-03,-311.8720E-03
+9.0400E-03,+5.2335859E+00,+52.1335E-03,-311.8720E-03
+9.0500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+9.0600E-03,+5.2261306E+00,+64.5666E-03,-390.5072E-03
+9.0700E-03,+5.2368384E+00,+57.0618E-03,-486.1075E-03
+9.0800E-03,+5.2261306E+00,+52.5063E-03,-311.8720E-03
+9.0900E-03,+5.2261306E+00,+50.0254E-03,+2.9811704E+00
+9.1000E-03,+5.2261306E+00,+60.5465E-03,+2.9763858E+00
+9.1100E-03,+5.2261306E+00,+68.1805E-03,+2.9245201E+00
+9.1200E-03,+5.3065326E+00,+59.9154E-03,-280.3179E-03
+9.1300E-03,+5.2731647E+00,+50.1546E-03,-395.2918E-03
+9.1400E-03,+5.1998428E+00,+48.4862E-03,-311.8720E-03
+9.1500E-03,+5.2261306E+00,+60.5465E-03,-311.8720E-03
+9.1600E-03,+5.2261306E+00,+64.5666E-03,-311.8720E-03
+9.1700E-03,+5.2261306E+00,+60.5465E-03,-422.9993E-03
